                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.79358,                0.34122,                0.94471,                0.99807,                0.99657,                  0.995,                 0.8238,                 0.7049,                 0.2838,                0.85505,                0.00824,                0.00824,                0.00824
                    163,                0.80033,                0.34682,                0.94362,                 0.9986,                0.99678,                  0.995,                0.82904,                0.70099,                0.28195,                0.85393,               0.008229,               0.008229,               0.008229
                    164,                0.80242,                 0.3437,                0.93565,                 0.9985,                0.99658,                  0.995,                0.82002,                0.72108,                0.28657,                0.85767,               0.008218,               0.008218,               0.008218
                    165,                0.79954,                 0.3442,                0.93501,                0.99826,                0.99549,                  0.995,                0.81612,                0.71557,                0.28759,                0.85788,               0.008207,               0.008207,               0.008207
                    166,                0.79626,                0.34223,                0.93847,                0.99869,                0.99623,                  0.995,                0.82548,                0.69868,                0.28122,                0.85089,               0.008196,               0.008196,               0.008196
                    167,                0.79353,                 0.3418,                0.93365,                0.99899,                0.99648,                  0.995,                0.82202,                0.70157,                0.28366,                0.85028,               0.008185,               0.008185,               0.008185
                    168,                0.80394,                0.34392,                0.92951,                0.99859,                0.99681,                  0.995,                0.80483,                0.73022,                 0.2887,                0.85848,               0.008174,               0.008174,               0.008174
                    169,                0.78581,                0.34014,                0.93118,                0.99792,                0.99637,                  0.995,                0.82345,                0.70478,                0.28414,                0.85283,               0.008163,               0.008163,               0.008163
                    170,                 0.7919,                0.34108,                0.93128,                0.99778,                0.99749,                  0.995,                0.82847,                 0.7014,                0.27831,                0.85242,               0.008152,               0.008152,               0.008152
                    171,                0.79077,                0.33897,                0.93485,                0.99893,                0.99574,                  0.995,                0.81955,                0.71293,                0.28684,                0.85586,               0.008141,               0.008141,               0.008141
                    172,                0.78731,                0.33534,                0.93021,                0.99864,                0.99518,                  0.995,                0.82213,                0.71281,                0.28265,                0.85495,                0.00813,                0.00813,                0.00813
                    173,                0.79216,                0.33738,                0.93637,                0.99746,                0.99517,                  0.995,                0.82176,                0.70601,                0.28231,                0.85492,               0.008119,               0.008119,               0.008119
                    174,                0.78398,                0.34186,                0.93835,                0.99871,                0.99609,                  0.995,                0.81879,                0.70685,                 0.2864,                0.85729,               0.008108,               0.008108,               0.008108
                    175,                0.78347,                0.33627,                0.93294,                0.99845,                 0.9971,                  0.995,                0.82331,                0.70291,                0.28051,                0.85454,               0.008097,               0.008097,               0.008097
                    176,                0.78088,                0.33906,                0.93261,                0.99816,                0.99676,                  0.995,                0.82051,                0.69441,                0.28307,                0.85215,               0.008086,               0.008086,               0.008086
                    177,                0.77837,                0.33575,                0.93848,                 0.9985,                0.99513,                  0.995,                0.82517,                0.70022,                0.28002,                0.85468,               0.008075,               0.008075,               0.008075
                    178,                0.78837,                 0.3391,                0.94253,                0.99855,                0.99618,                0.99499,                0.81272,                0.71931,                0.28338,                0.85971,               0.008064,               0.008064,               0.008064
                    179,                0.78372,                0.33461,                0.93834,                0.99884,                0.99627,                  0.995,                0.81156,                0.72304,                 0.2832,                0.85878,               0.008053,               0.008053,               0.008053
                    180,                0.78509,                 0.3368,                0.93278,                0.99811,                 0.9965,                  0.995,                 0.8171,                0.70367,                0.28371,                 0.8549,               0.008042,               0.008042,               0.008042
                    181,                0.78462,                0.33997,                0.93985,                 0.9984,                0.99589,                  0.995,                0.81902,                0.70655,                0.28202,                0.85706,               0.008031,               0.008031,               0.008031
                    182,                0.78293,                 0.3398,                0.93805,                0.99848,                 0.9958,                  0.995,                0.80696,                0.72778,                0.28754,                0.86308,                0.00802,                0.00802,                0.00802
                    183,                0.78577,                0.34044,                0.93039,                0.99802,                0.99748,                  0.995,                0.82904,                0.69148,                0.27391,                0.85064,               0.008009,               0.008009,               0.008009
                    184,                0.78488,                0.33512,                0.92908,                 0.9978,                0.99749,                  0.995,                0.81485,                0.71163,                0.28416,                 0.8533,               0.007998,               0.007998,               0.007998
                    185,                0.78158,                0.33674,                 0.9302,                0.99811,                0.99712,                  0.995,                0.82767,                0.69699,                0.27688,                0.85023,               0.007987,               0.007987,               0.007987
                    186,                0.77482,                0.33406,                 0.9327,                0.99908,                0.99605,                0.99499,                0.81908,                0.70583,                0.28249,                0.85467,               0.007976,               0.007976,               0.007976
                    187,                0.78178,                0.33416,                0.93175,                0.99806,                0.99602,                  0.995,                0.81621,                 0.6985,                0.28719,                0.85202,               0.007965,               0.007965,               0.007965
                    188,                0.77698,                0.33223,                0.93409,                0.99753,                0.99632,                  0.995,                 0.8314,                0.68163,                0.27612,                0.84729,               0.007954,               0.007954,               0.007954
                    189,                0.78199,                0.33454,                0.93775,                0.99802,                0.99738,                  0.995,                0.82494,                0.69438,                0.28122,                0.85135,               0.007943,               0.007943,               0.007943
                    190,                0.77581,                0.33631,                0.92987,                0.99827,                0.99527,                  0.995,                0.82281,                0.70545,                0.27936,                0.85159,               0.007932,               0.007932,               0.007932
                    191,                0.77503,                0.33433,                0.92723,                0.99884,                0.99676,                  0.995,                0.82625,                0.69011,                0.27484,                0.84817,               0.007921,               0.007921,               0.007921
                    192,                0.78326,                0.33868,                0.93595,                0.99926,                0.99638,                  0.995,                0.81718,                0.70953,                0.27945,                0.85421,                0.00791,                0.00791,                0.00791
                    193,                 0.7742,                0.33622,                0.93719,                0.99888,                0.99657,                  0.995,                0.83025,                0.68217,                 0.2775,                0.84917,               0.007899,               0.007899,               0.007899
                    194,                0.77283,                0.33406,                0.93379,                0.99877,                0.99696,                  0.995,                0.82735,                0.69177,                 0.2771,                0.85108,               0.007888,               0.007888,               0.007888
                    195,                0.77531,                0.33348,                0.93448,                 0.9989,                0.99701,                  0.995,                0.82292,                0.70175,                0.27625,                0.85506,               0.007877,               0.007877,               0.007877
                    196,                0.77875,                0.33302,                0.93062,                0.99879,                0.99735,                  0.995,                0.82736,                0.68422,                0.27761,                0.85051,               0.007866,               0.007866,               0.007866
                    197,                0.76861,                0.32817,                0.93549,                0.99903,                0.99609,                  0.995,                0.82413,                0.69049,                0.27634,                0.85252,               0.007855,               0.007855,               0.007855
                    198,                0.77569,                 0.3324,                0.93091,                 0.9985,                 0.9963,                  0.995,                0.82151,                0.70622,                0.27924,                0.85562,               0.007844,               0.007844,               0.007844
                    199,                0.76608,                0.32966,                0.93079,                0.99855,                0.99699,                  0.995,                0.82412,                0.68921,                0.27589,                0.85146,               0.007833,               0.007833,               0.007833
                    200,                0.77294,                0.33214,                0.93235,                0.99862,                0.99812,                  0.995,                0.81294,                0.71943,                0.28019,                0.85816,               0.007822,               0.007822,               0.007822
                    201,                0.76801,                0.33033,                0.93224,                0.99894,                0.99739,                  0.995,                0.82704,                0.70384,                0.27797,                0.85252,               0.007811,               0.007811,               0.007811
                    202,                0.76736,                0.33153,                 0.9356,                 0.9987,                0.99527,                  0.995,                 0.8289,                0.68943,                0.27877,                0.85411,                 0.0078,                 0.0078,                 0.0078
                    203,                0.77876,                0.33169,                0.93305,                0.99815,                0.99623,                  0.995,                0.82275,                0.71882,                0.27965,                0.85861,               0.007789,               0.007789,               0.007789
                    204,                0.76072,                0.32817,                0.93788,                0.99862,                0.99643,                  0.995,                 0.8175,                0.71458,                 0.2826,                0.85682,               0.007778,               0.007778,               0.007778
                    205,                0.77499,                0.33171,                0.92958,                0.99807,                0.99774,                  0.995,                 0.8257,                0.69658,                0.27403,                 0.8516,               0.007767,               0.007767,               0.007767
                    206,                0.76583,                0.33044,                0.92964,                 0.9986,                0.99527,                  0.995,                0.82191,                0.70575,                0.27545,                0.85279,               0.007756,               0.007756,               0.007756
                    207,                0.76888,                0.33251,                0.93117,                 0.9985,                0.99628,                  0.995,                0.82224,                0.69813,                0.27628,                 0.8525,               0.007745,               0.007745,               0.007745
                    208,                0.76564,                 0.3317,                0.92941,                0.99806,                0.99613,                  0.995,                0.81706,                0.71784,                 0.2814,                0.85742,               0.007734,               0.007734,               0.007734
                    209,                0.76429,                0.32745,                 0.9254,                 0.9986,                0.99706,                  0.995,                0.82772,                0.69842,                0.27687,                0.85063,               0.007723,               0.007723,               0.007723
                    210,                0.76554,                0.33154,                0.92536,                0.99915,                0.99652,                  0.995,                0.82908,                0.69657,                0.27775,                0.84996,               0.007712,               0.007712,               0.007712
                    211,                0.77061,                0.33501,                0.93379,                0.99855,                0.99595,                  0.995,                0.82767,                0.68215,                0.27567,                 0.8478,               0.007701,               0.007701,               0.007701
                    212,                 0.7692,                0.33604,                0.92336,                0.99811,                0.99725,                  0.995,                0.82997,                0.69045,                0.27143,                0.84966,                0.00769,                0.00769,                0.00769
                    213,                0.76053,                0.32479,                0.92996,                0.99796,                0.99725,                  0.995,                0.82354,                0.70478,                0.27896,                0.85504,               0.007679,               0.007679,               0.007679
                    214,                0.76458,                0.32637,                0.93367,                0.99841,                0.99757,                  0.995,                0.82725,                0.70946,                0.27666,                 0.8577,               0.007668,               0.007668,               0.007668
                    215,                0.76667,                0.32859,                0.92653,                0.99869,                0.99701,                  0.995,                0.83465,                0.67929,                 0.2722,                0.84696,               0.007657,               0.007657,               0.007657
                    216,                0.76288,                0.32372,                0.92603,                0.99807,                0.99764,                  0.995,                0.82828,                0.68296,                0.27434,                0.84632,               0.007646,               0.007646,               0.007646
                    217,                0.76564,                0.32725,                0.93071,                0.99863,                0.99715,                  0.995,                0.82733,                0.68962,                0.27525,                 0.8498,               0.007635,               0.007635,               0.007635
                    218,                 0.7654,                 0.3297,                0.92526,                0.99869,                0.99715,                  0.995,                0.81884,                0.70208,                0.27391,                0.85501,               0.007624,               0.007624,               0.007624
                    219,                0.76941,                0.32924,                0.92212,                0.99805,                0.99561,                  0.995,                0.82241,                0.70252,                0.27585,                0.85375,               0.007613,               0.007613,               0.007613
                    220,                0.76767,                0.32854,                0.92903,                0.99803,                0.99705,                  0.995,                0.82962,                0.68417,                0.27038,                0.84936,               0.007602,               0.007602,               0.007602
                    221,                0.76839,                0.33051,                0.93274,                0.99884,                0.99758,                  0.995,                0.82614,                0.68822,                0.27685,                0.85029,               0.007591,               0.007591,               0.007591
                    222,                0.76093,                  0.325,                 0.9287,                0.99841,                0.99785,                  0.995,                0.82638,                   0.68,                0.27078,                0.84942,                0.00758,                0.00758,                0.00758
                    223,                0.76678,                0.32898,                0.92751,                0.99826,                 0.9975,                  0.995,                0.82952,                0.69101,                0.27234,                0.85053,               0.007569,               0.007569,               0.007569
                    224,                0.75992,                0.32773,                0.92682,                0.99874,                 0.9963,                  0.995,                0.82699,                0.69209,                0.27144,                0.85242,               0.007558,               0.007558,               0.007558
                    225,                0.75794,                0.32451,                0.92855,                0.99865,                0.99721,                  0.995,                0.83428,                 0.6802,                0.26992,                0.84783,               0.007547,               0.007547,               0.007547
                    226,                0.76588,                0.32757,                0.92726,                0.99899,                0.99594,                  0.995,                0.83341,                0.68455,                0.27366,                 0.8491,               0.007536,               0.007536,               0.007536
                    227,                0.75672,                0.32853,                0.92318,                0.99863,                0.99725,                  0.995,                0.83583,                0.67724,                0.26692,                0.84647,               0.007525,               0.007525,               0.007525
                    228,                0.75665,                0.32916,                0.91998,                0.99874,                0.99615,                  0.995,                0.82868,                  0.683,                0.27462,                 0.8457,               0.007514,               0.007514,               0.007514
                    229,                0.76406,                0.32613,                0.92408,                0.99821,                0.99653,                  0.995,                0.82166,                0.70677,                0.27107,                0.85202,               0.007503,               0.007503,               0.007503
                    230,                0.75295,                0.32534,                0.92465,                0.99845,                0.99664,                  0.995,                0.82202,                0.70311,                0.27375,                0.85332,               0.007492,               0.007492,               0.007492
                    231,                0.74999,                0.32457,                0.92404,                0.99792,                0.99721,                  0.995,                0.82777,                0.69369,                0.27565,                0.85213,               0.007481,               0.007481,               0.007481
                    232,                0.75499,                0.32351,                0.92692,                 0.9985,                0.99751,                  0.995,                0.82807,                0.68548,                0.27391,                0.84993,                0.00747,                0.00747,                0.00747
                    233,                0.75002,                0.32311,                0.92985,                0.99794,                0.99812,                  0.995,                0.83046,                0.68172,                0.26687,                0.84959,               0.007459,               0.007459,               0.007459
                    234,                0.75037,                0.32646,                0.92844,                0.99862,                0.99739,                  0.995,                0.83236,                0.68451,                0.27024,                0.85071,               0.007448,               0.007448,               0.007448
                    235,                0.74815,                0.32508,                0.92451,                0.99899,                0.99739,                  0.995,                0.83105,                0.68983,                0.26889,                0.85195,               0.007437,               0.007437,               0.007437
                    236,                0.75049,                0.32268,                0.92225,                0.99884,                0.99784,                  0.995,                0.83633,                0.68341,                0.26839,                0.84792,               0.007426,               0.007426,               0.007426
                    237,                0.75752,                0.32567,                0.93056,                0.99828,                0.99778,                  0.995,                0.81773,                0.69714,                0.26922,                0.85139,               0.007415,               0.007415,               0.007415
                    238,                0.75137,                0.32563,                0.91903,                0.99869,                 0.9974,                  0.995,                0.83262,                0.67687,                0.26957,                0.84591,               0.007404,               0.007404,               0.007404
                    239,                0.74888,                0.32585,                  0.922,                0.99845,                0.99755,                  0.995,                0.83552,                0.67812,                0.26605,                0.84713,               0.007393,               0.007393,               0.007393
                    240,                0.74875,                0.32312,                0.92312,                0.99836,                 0.9977,                  0.995,                0.83772,                0.68399,                 0.2656,                0.84864,               0.007382,               0.007382,               0.007382
                    241,                0.74831,                0.32229,                0.92076,                 0.9985,                0.99821,                  0.995,                0.83913,                0.67384,                0.26324,                0.84489,               0.007371,               0.007371,               0.007371
                    242,                0.75546,                0.32484,                0.92252,                0.99882,                0.99739,                  0.995,                0.84113,                0.66241,                0.26318,                0.84398,                0.00736,                0.00736,                0.00736
                    243,                 0.7535,                0.32313,                0.92085,                0.99821,                0.99817,                  0.995,                0.83642,                0.67525,                 0.2631,                0.84591,               0.007349,               0.007349,               0.007349
                    244,                0.75134,                0.32285,                 0.9243,                0.99887,                0.99652,                  0.995,                0.82971,                0.67792,                0.26526,                0.84701,               0.007338,               0.007338,               0.007338
                    245,                0.75328,                0.32527,                0.92075,                0.99871,                0.99759,                  0.995,                0.83694,                0.67761,                 0.2661,                0.84684,               0.007327,               0.007327,               0.007327
                    246,                0.75421,                  0.324,                0.92696,                0.99899,                0.99696,                  0.995,                0.82584,                0.68991,                0.26851,                0.85006,               0.007316,               0.007316,               0.007316
                    247,                0.75097,                0.32688,                0.92819,                0.99816,                0.99585,                  0.995,                0.83023,                0.67537,                0.26798,                0.85013,               0.007305,               0.007305,               0.007305
                    248,                 0.7467,                0.32339,                0.92129,                0.99875,                0.99792,                  0.995,                0.83764,                0.67611,                0.26696,                0.84834,               0.007294,               0.007294,               0.007294
                    249,                0.74853,                 0.3195,                0.92549,                0.99836,                0.99764,                  0.995,                0.84399,                 0.6715,                0.26746,                 0.8467,               0.007283,               0.007283,               0.007283
                    250,                0.74159,                0.32076,                0.91958,                0.99863,                0.99783,                  0.995,                0.83674,                0.67349,                0.26686,                0.84487,               0.007272,               0.007272,               0.007272
                    251,                0.75424,                0.32365,                0.92114,                0.99894,                0.99709,                  0.995,                0.84235,                0.67013,                0.26474,                  0.843,               0.007261,               0.007261,               0.007261
                    252,                0.74564,                0.32227,                 0.9235,                0.99899,                0.99686,                  0.995,                0.83807,                0.68492,                0.26659,                0.84568,                0.00725,                0.00725,                0.00725
                    253,                0.74577,                 0.3178,                0.92527,                0.99855,                0.99739,                  0.995,                0.83549,                0.67847,                0.26729,                0.84504,               0.007239,               0.007239,               0.007239
                    254,                0.74749,                0.32206,                0.92597,                0.99811,                0.99551,                  0.995,                0.83565,                0.67519,                0.26899,                0.84395,               0.007228,               0.007228,               0.007228
                    255,                0.74164,                0.32144,                0.91918,                 0.9987,                0.99657,                  0.995,                0.83643,                0.67992,                 0.2665,                0.84532,               0.007217,               0.007217,               0.007217
                    256,                0.74651,                0.32025,                0.91912,                0.99893,                0.99565,                  0.995,                0.83026,                0.68102,                0.27055,                0.84814,               0.007206,               0.007206,               0.007206
                    257,                 0.7511,                0.32116,                0.91978,                0.99845,                0.99636,                  0.995,                0.83831,                0.67047,                0.26478,                 0.8441,               0.007195,               0.007195,               0.007195
                    258,                0.74903,                0.31978,                0.91786,                0.99831,                0.99714,                  0.995,                0.83727,                0.67774,                0.26781,                0.84546,               0.007184,               0.007184,               0.007184
                    259,                0.74205,                0.32016,                0.92308,                0.99845,                0.99644,                  0.995,                0.83623,                0.66912,                0.26836,                0.84157,               0.007173,               0.007173,               0.007173
                    260,                0.74924,                0.32473,                0.92114,                0.99898,                0.99617,                  0.995,                0.83317,                0.67648,                0.26657,                0.84519,               0.007162,               0.007162,               0.007162
                    261,                0.74493,                0.32158,                0.91897,                 0.9987,                0.99715,                  0.995,                0.83434,                0.66763,                0.26549,                0.84387,               0.007151,               0.007151,               0.007151
                    262,                0.74187,                0.31953,                0.92044,                0.99854,                0.99696,                  0.995,                0.83493,                0.67443,                0.26462,                0.84458,                0.00714,                0.00714,                0.00714
                    263,                0.74359,                0.32055,                0.92325,                0.99889,                0.99675,                  0.995,                0.84002,                0.66227,                0.26189,                0.84389,               0.007129,               0.007129,               0.007129
                    264,                0.74272,                0.32112,                0.92414,                0.99772,                0.99486,                  0.995,                0.83197,                0.67999,                0.26677,                  0.848,               0.007118,               0.007118,               0.007118
                    265,                0.73909,                0.31866,                0.92559,                0.99859,                 0.9957,                  0.995,                0.81835,                 0.6977,                0.27466,                0.85175,               0.007107,               0.007107,               0.007107
                    266,                0.73676,                0.31656,                0.91996,                0.99836,                0.99744,                  0.995,                0.82914,                0.68587,                0.26757,                0.84649,               0.007096,               0.007096,               0.007096
                    267,                 0.7433,                0.31827,                0.91757,                0.99792,                 0.9979,                  0.995,                0.82926,                0.67648,                0.26561,                0.84583,               0.007085,               0.007085,               0.007085
                    268,                0.74466,                0.32096,                 0.9209,                 0.9985,                0.99749,                  0.995,                0.83243,                 0.6781,                0.26524,                0.84697,               0.007074,               0.007074,               0.007074
                    269,                0.73249,                0.31757,                0.92317,                0.99818,                0.99773,                  0.995,                0.83193,                0.68885,                 0.2643,                0.84703,               0.007063,               0.007063,               0.007063
                    270,                 0.7469,                0.32211,                0.91968,                0.99818,                0.99676,                  0.995,                0.83317,                0.68609,                0.26466,                0.84832,               0.007052,               0.007052,               0.007052
                    271,                0.73988,                0.31874,                0.92014,                 0.9986,                0.99626,                  0.995,                0.83687,                0.68128,                0.26466,                0.84453,               0.007041,               0.007041,               0.007041
                    272,                0.73503,                0.31687,                0.91589,                 0.9986,                0.99739,                  0.995,                0.83523,                0.67856,                0.26118,                0.84446,                0.00703,                0.00703,                0.00703
                    273,                0.74592,                0.32113,                0.91526,                0.99904,                0.99734,                  0.995,                  0.835,                0.67639,                0.26173,                0.84549,               0.007019,               0.007019,               0.007019
                    274,                 0.7355,                0.32187,                0.91654,                0.99845,                0.99645,                  0.995,                0.82537,                0.68992,                0.26714,                0.84898,               0.007008,               0.007008,               0.007008
                    275,                0.73803,                 0.3182,                0.92075,                0.99903,                0.99708,                  0.995,                0.83346,                0.68103,                 0.2635,                0.84674,               0.006997,               0.006997,               0.006997
                    276,                0.74443,                0.31977,                0.91845,                0.99879,                0.99725,                  0.995,                0.84213,                0.66641,                0.26248,                 0.8453,               0.006986,               0.006986,               0.006986
                    277,                0.74273,                0.32035,                0.91501,                0.99834,                0.99686,                  0.995,                0.83657,                0.67069,                0.26044,                  0.845,               0.006975,               0.006975,               0.006975
                    278,                0.73181,                  0.316,                0.92516,                0.99797,                0.99712,                  0.995,                0.83739,                0.67392,                0.26312,                0.84628,               0.006964,               0.006964,               0.006964
                    279,                0.73671,                0.31917,                0.91927,                0.99812,                0.99749,                  0.995,                0.83976,                0.67344,                 0.2605,                0.84632,               0.006953,               0.006953,               0.006953
                    280,                0.72854,                0.31491,                0.91268,                0.99895,                0.99759,                  0.995,                0.83201,                0.67254,                0.26038,                0.84424,               0.006942,               0.006942,               0.006942
                    281,                0.74249,                0.32138,                0.91686,                0.99908,                0.99725,                  0.995,                 0.8372,                0.67733,                0.25987,                0.84482,               0.006931,               0.006931,               0.006931
                    282,                0.73768,                0.31776,                 0.9186,                0.99869,                0.99768,                  0.995,                0.83289,                0.68441,                0.26255,                0.84749,                0.00692,                0.00692,                0.00692
                    283,                0.74088,                0.32093,                0.91594,                 0.9985,                0.99775,                  0.995,                0.83038,                0.67758,                0.26288,                0.84527,               0.006909,               0.006909,               0.006909
                    284,                0.74179,                0.31726,                0.91309,                0.99869,                0.99684,                  0.995,                0.83349,                0.66738,                0.26013,                 0.8432,               0.006898,               0.006898,               0.006898
                    285,                0.73319,                0.31531,                0.91581,                0.99879,                0.99575,                  0.995,                0.83556,                0.66847,                0.26219,                0.84468,               0.006887,               0.006887,               0.006887
                    286,                0.73788,                0.31833,                0.91675,                0.99837,                0.99778,                  0.995,                0.83711,                0.65936,                0.26148,                0.84209,               0.006876,               0.006876,               0.006876
                    287,                0.73774,                0.31637,                0.91158,                 0.9984,                0.99642,                  0.995,                0.84085,                0.66472,                0.26225,                 0.8418,               0.006865,               0.006865,               0.006865
                    288,                0.72883,                0.31369,                0.90941,                0.99865,                0.99738,                  0.995,                0.83808,                 0.6736,                 0.2596,                0.84396,               0.006854,               0.006854,               0.006854
                    289,                0.72581,                0.31269,                0.91392,                0.99913,                0.99665,                  0.995,                0.83687,                  0.685,                0.26198,                0.84728,               0.006843,               0.006843,               0.006843
                    290,                0.73512,                0.31764,                0.91629,                0.99845,                0.99667,                  0.995,                0.84383,                0.66271,                0.25848,                0.84255,               0.006832,               0.006832,               0.006832
                    291,                 0.7353,                0.31753,                0.91473,                0.99855,                 0.9968,                  0.995,                0.83843,                0.66709,                 0.2588,                0.84457,               0.006821,               0.006821,               0.006821
                    292,                0.73332,                0.31607,                 0.9129,                0.99894,                0.99793,                  0.995,                0.84103,                0.66188,                0.25676,                0.84216,                0.00681,                0.00681,                0.00681
                    293,                0.72508,                0.31681,                0.91535,                0.99907,                0.99657,                  0.995,                0.83761,                0.67664,                0.26232,                0.84544,               0.006799,               0.006799,               0.006799
                    294,                0.73023,                0.31484,                0.91679,                0.99889,                0.99599,                  0.995,                 0.8371,                0.68046,                0.26356,                0.84772,               0.006788,               0.006788,               0.006788
                    295,                0.72609,                0.31466,                0.91498,                0.99898,                0.99725,                  0.995,                0.84369,                0.66115,                0.26082,                0.84234,               0.006777,               0.006777,               0.006777
                    296,                0.72692,                0.31323,                0.91506,                0.99903,                0.99731,                  0.995,                0.84646,                0.65539,                0.25786,                  0.842,               0.006766,               0.006766,               0.006766
                    297,                0.72165,                0.31304,                0.91633,                0.99845,                0.99726,                  0.995,                0.83877,                0.66921,                 0.2604,                0.84598,               0.006755,               0.006755,               0.006755
                    298,                0.72726,                0.31385,                0.91527,                0.99821,                0.99609,                  0.995,                0.83338,                0.67381,                0.26338,                0.84716,               0.006744,               0.006744,               0.006744
                    299,                0.72961,                0.31557,                0.91491,                0.99874,                0.99583,                  0.995,                0.83256,                0.67184,                0.26332,                0.84662,               0.006733,               0.006733,               0.006733
                    300,                0.72601,                0.31138,                0.91406,                0.99755,                 0.9957,                  0.995,                0.83412,                0.66799,                0.26119,                0.84463,               0.006722,               0.006722,               0.006722
                    301,                  0.737,                0.31634,                0.91105,                0.99855,                0.99713,                  0.995,                0.83677,                0.66336,                0.25771,                0.84346,               0.006711,               0.006711,               0.006711
                    302,                0.72693,                0.31224,                0.91046,                0.99855,                0.99772,                  0.995,                0.83865,                0.66622,                0.25783,                0.84454,                 0.0067,                 0.0067,                 0.0067
                    303,                0.72542,                0.31238,                0.91551,                0.99937,                0.99588,                  0.995,                 0.8391,                0.67029,                0.26108,                 0.8457,               0.006689,               0.006689,               0.006689
                    304,                0.71899,                 0.3112,                 0.9135,                0.99831,                0.99695,                  0.995,                0.83536,                0.67109,                0.26309,                0.84611,               0.006678,               0.006678,               0.006678
                    305,                 0.7278,                0.31391,                0.91258,                0.99888,                0.99667,                  0.995,                0.83263,                0.67303,                0.26146,                0.84787,               0.006667,               0.006667,               0.006667
                    306,                0.72623,                0.31691,                0.91373,                0.99825,                0.99734,                  0.995,                0.83657,                0.67045,                0.26304,                0.84757,               0.006656,               0.006656,               0.006656
                    307,                0.71343,                 0.3113,                0.91023,                0.99676,                0.99647,                0.99499,                0.83669,                0.66888,                0.25971,                0.84614,               0.006645,               0.006645,               0.006645
                    308,                0.72942,                0.31489,                0.91562,                0.99754,                 0.9971,                  0.995,                0.82927,                0.67745,                0.26086,                0.84716,               0.006634,               0.006634,               0.006634
                    309,                0.72997,                0.31639,                0.91834,                0.99879,                0.99669,                  0.995,                0.83322,                0.66831,                0.25774,                0.84456,               0.006623,               0.006623,               0.006623
                    310,                0.72477,                0.31337,                 0.9167,                0.99866,                0.99652,                  0.995,                0.83332,                0.67583,                0.26026,                0.84648,               0.006612,               0.006612,               0.006612
                    311,                0.72566,                0.31521,                0.91078,                0.99816,                0.99697,                  0.995,                0.84016,                0.66123,                0.25652,                0.84344,               0.006601,               0.006601,               0.006601
                    312,                 0.7225,                 0.3132,                0.91178,                0.99892,                0.99725,                  0.995,                0.84069,                0.66106,                0.25787,                 0.8427,                0.00659,                0.00659,                0.00659
                    313,                0.72945,                0.31588,                0.90659,                 0.9989,                0.99754,                  0.995,                0.83929,                0.67236,                0.25848,                0.84519,               0.006579,               0.006579,               0.006579
                    314,                0.73127,                0.31606,                0.91097,                 0.9985,                0.99731,                  0.995,                0.83167,                0.68817,                0.26435,                0.85058,               0.006568,               0.006568,               0.006568
                    315,                0.72377,                0.31239,                0.90795,                 0.9976,                0.99392,                0.99499,                0.83301,                0.67452,                0.26403,                0.84703,               0.006557,               0.006557,               0.006557
                    316,                 0.7238,                0.31409,                0.90839,                0.99898,                0.99756,                  0.995,                0.83449,                0.66598,                0.25885,                0.84409,               0.006546,               0.006546,               0.006546
                    317,                0.71968,                0.31437,                0.91371,                0.99937,                0.99644,                  0.995,                 0.8271,                0.67626,                0.26383,                0.84531,               0.006535,               0.006535,               0.006535
                    318,                0.72373,                0.31757,                0.91122,                0.99898,                0.99762,                  0.995,                0.83384,                0.66754,                0.26217,                 0.8423,               0.006524,               0.006524,               0.006524
                    319,                0.71793,                 0.3091,                0.91232,                0.99855,                0.99762,                  0.995,                0.84074,                0.66265,                0.25719,                0.84275,               0.006513,               0.006513,               0.006513
                    320,                0.72477,                0.31366,                0.91293,                0.99884,                0.99744,                  0.995,                0.84112,                0.66158,                0.25423,                0.84299,               0.006502,               0.006502,               0.006502
                    321,                0.71432,                0.30863,                0.91545,                0.99842,                0.99652,                  0.995,                0.83622,                0.66714,                0.25906,                0.84539,               0.006491,               0.006491,               0.006491
                    322,                0.72187,                 0.3112,                0.91011,                0.99873,                0.99734,                  0.995,                 0.8377,                0.66086,                0.25813,                0.84292,                0.00648,                0.00648,                0.00648
                    323,                0.71393,                0.31027,                0.91408,                0.99918,                 0.9976,                  0.995,                0.83975,                0.66271,                0.25878,                0.84573,               0.006469,               0.006469,               0.006469
                    324,                0.71408,                0.31224,                0.91175,                0.99897,                0.99773,                  0.995,                0.84233,                0.65637,                0.25495,                  0.843,               0.006458,               0.006458,               0.006458
                    325,                0.71593,                0.30946,                 0.9204,                0.99918,                0.99635,                  0.995,                0.83551,                0.67189,                0.25955,                0.84643,               0.006447,               0.006447,               0.006447
                    326,                0.72148,                0.31271,                0.91715,                0.99869,                0.99783,                  0.995,                0.83773,                0.66491,                  0.259,                0.84466,               0.006436,               0.006436,               0.006436
                    327,                0.72222,                0.31344,                0.91418,                0.99934,                0.99686,                  0.995,                0.83878,                0.65732,                0.25723,                0.84199,               0.006425,               0.006425,               0.006425
                    328,                0.71459,                0.30886,                0.90906,                0.99855,                0.99692,                  0.995,                0.83459,                0.66062,                0.25757,                0.84266,               0.006414,               0.006414,               0.006414
